Timestamp,DayOfWeek,Category,Sales(USD),UnitsSold,ActivePromotion,TotalSales(USD),TotalUnitsSold,AverageSellingPrice(ASP)
2024-07-26,Friday,Audio,18386.71,153,None,393070.08,739,531.89
2024-07-26,Friday,HomeAppliances,109346.34,199,None,393070.08,739,531.89
2024-07-26,Friday,IT,54968.53,65,None,393070.08,739,531.89
2024-07-26,Friday,Mobile,79809.8,123,None,393070.08,739,531.89
2024-07-26,Friday,TVs,102053.6,136,None,393070.08,739,531.89
2024-07-27,Saturday,AirSolutions,25371.75,56,None,351859.4,637,552.37
2024-07-27,Saturday,Audio,13429.82,112,None,351859.4,637,552.37
2024-07-27,Saturday,HomeAppliances,90115.52,164,None,351859.4,637,552.37
2024-07-27,Saturday,IT,54523.9,64,None,351859.4,637,552.37
2024-07-27,Saturday,Mobile,78463.52,121,None,351859.4,637,552.37
2024-07-27,Saturday,TVs,89954.89,120,None,351859.4,637,552.37
2024-07-28,Sunday,AirSolutions,22814.49,51,None,322728.28,598,539.68
2024-07-28,Sunday,Audio,14189.99,118,None,322728.28,598,539.68
2024-07-28,Sunday,HomeAppliances,86461.15,157,None,322728.28,598,539.68
2024-07-28,Sunday,IT,47515.91,56,None,322728.28,598,539.68
2024-07-28,Sunday,Mobile,67217.5,103,None,322728.28,598,539.68
2024-07-28,Sunday,TVs,84529.24,113,None,322728.28,598,539.68
2024-07-29,Monday,AirSolutions,18172.52,40,None,285737.05,530,539.13
2024-07-29,Monday,Audio,13085.13,109,None,285737.05,530,539.13
2024-07-29,Monday,HomeAppliances,74731.72,136,None,285737.05,530,539.13
2024-07-29,Monday,IT,41771.34,49,None,285737.05,530,539.13
2024-07-29,Monday,Mobile,60123.78,92,None,285737.05,530,539.13
2024-07-29,Monday,TVs,77852.56,104,None,285737.05,530,539.13
2024-07-30,Tuesday,AirSolutions,27553.97,61,None,390614.09,713,547.85
2024-07-30,Tuesday,Audio,14790.06,123,None,390614.09,713,547.85
2024-07-30,Tuesday,HomeAppliances,115362.2,210,None,390614.09,713,547.85
2024-07-30,Tuesday,IT,64221.44,76,None,390614.09,713,547.85
2024-07-30,Tuesday,Mobile,84237.94,130,None,390614.09,713,547.85
2024-07-30,Tuesday,TVs,84448.48,113,None,390614.09,713,547.85
2024-07-31,Wednesday,AirSolutions,21939.28,49,None,317319.08999999997,592,536.01
2024-07-31,Wednesday,Audio,14264.97,119,None,317319.08999999997,592,536.01
2024-07-31,Wednesday,HomeAppliances,83398.51,152,None,317319.08999999997,592,536.01
2024-07-31,Wednesday,IT,47357.55,56,None,317319.08999999997,592,536.01
2024-07-31,Wednesday,Mobile,77019.6,118,None,317319.08999999997,592,536.01
2024-07-31,Wednesday,TVs,73339.18,98,None,317319.08999999997,592,536.01
2024-08-01,Thursday,AirSolutions,16084.75,36,None,297620.89,541,550.13
2024-08-01,Thursday,Audio,11681.68,97,None,297620.89,541,550.13
2024-08-01,Thursday,HomeAppliances,81457.33,148,None,297620.89,541,550.13
2024-08-01,Thursday,IT,36259.48,43,None,297620.89,541,550.13
2024-08-01,Thursday,Mobile,67408.19,104,None,297620.89,541,550.13
2024-08-01,Thursday,TVs,84729.46,113,None,297620.89,541,550.13
2024-08-02,Friday,AirSolutions,17299.61,38,None,395722.3999999999,726,545.07
2024-08-02,Friday,Audio,17229.04,144,None,395722.3999999999,726,545.07
2024-08-02,Friday,HomeAppliances,107014.65,195,None,395722.3999999999,726,545.07
2024-08-02,Friday,IT,64333.54,76,None,395722.3999999999,726,545.07
2024-08-02,Friday,Mobile,94158.47,145,None,395722.3999999999,726,545.07
2024-08-02,Friday,TVs,95687.09,128,None,395722.3999999999,726,545.07
2024-08-03,Saturday,AirSolutions,21667.43,48,None,394183.10000000003,728,541.46
2024-08-03,Saturday,Audio,17234.88,144,None,394183.10000000003,728,541.46
2024-08-03,Saturday,HomeAppliances,108092.9,197,None,394183.10000000003,728,541.46
2024-08-03,Saturday,IT,63468.65,75,None,394183.10000000003,728,541.46
2024-08-03,Saturday,Mobile,89514.19,138,None,394183.10000000003,728,541.46
2024-08-03,Saturday,TVs,94205.05,126,None,394183.10000000003,728,541.46
2024-08-04,Sunday,AirSolutions,21070.21,47,None,428248.7,785,545.54
2024-08-04,Sunday,Audio,18672.37,156,None,428248.7,785,545.54
2024-08-04,Sunday,HomeAppliances,118110.41,215,None,428248.7,785,545.54
2024-08-04,Sunday,IT,73183.52,86,None,428248.7,785,545.54
2024-08-04,Sunday,Mobile,87986.99,135,None,428248.7,785,545.54
2024-08-04,Sunday,TVs,109225.2,146,None,428248.7,785,545.54
2024-08-05,Monday,AirSolutions,16232.67,36,None,278666.51,502,555.11
2024-08-05,Monday,Audio,10181.69,85,None,278666.51,502,555.11
2024-08-05,Monday,HomeAppliances,76347.26,139,None,278666.51,502,555.11
2024-08-05,Monday,IT,43821.06,52,None,278666.51,502,555.11
2024-08-05,Monday,Mobile,69111.38,106,None,278666.51,502,555.11
2024-08-05,Monday,TVs,62972.45,84,None,278666.51,502,555.11
2024-08-06,Tuesday,AirSolutions,16931.56,38,None,333364.14,603,552.84
2024-08-06,Tuesday,Audio,12911.26,108,None,333364.14,603,552.84
2024-08-06,Tuesday,HomeAppliances,94141.75,171,None,333364.14,603,552.84
2024-08-06,Tuesday,IT,61030.97,72,None,333364.14,603,552.84
2024-08-06,Tuesday,Mobile,76376.9,118,None,333364.14,603,552.84
2024-08-06,Tuesday,TVs,71971.7,96,None,333364.14,603,552.84
2024-08-07,Wednesday,AirSolutions,21961.19,49,None,372020.89999999997,684,543.89
2024-08-07,Wednesday,Audio,15225.87,127,None,372020.89999999997,684,543.89
2024-08-07,Wednesday,HomeAppliances,108019.63,196,None,372020.89999999997,684,543.89
2024-08-07,Wednesday,IT,56273.0,66,None,372020.89999999997,684,543.89
2024-08-07,Wednesday,Mobile,89533.22,138,None,372020.89999999997,684,543.89
2024-08-07,Wednesday,TVs,81007.99,108,None,372020.89999999997,684,543.89
2024-08-08,Thursday,AirSolutions,14431.57,32,None,268833.66,492,546.41
2024-08-08,Thursday,Audio,11238.87,94,None,268833.66,492,546.41
2024-08-08,Thursday,HomeAppliances,70521.84,128,None,268833.66,492,546.41
2024-08-08,Thursday,IT,39243.94,46,None,268833.66,492,546.41
2024-08-08,Thursday,Mobile,69198.45,106,None,268833.66,492,546.41
2024-08-08,Thursday,TVs,64198.99,86,None,268833.66,492,546.41
2024-08-09,Friday,AirSolutions,17558.44,39,None,335503.36000000004,616,544.65
2024-08-09,Friday,Audio,14512.21,121,None,335503.36000000004,616,544.65
2024-08-09,Friday,HomeAppliances,84985.11,155,None,335503.36000000004,616,544.65
2024-08-09,Friday,IT,50368.4,59,None,335503.36000000004,616,544.65
2024-08-09,Friday,Mobile,89372.21,137,None,335503.36000000004,616,544.65
2024-08-09,Friday,TVs,78706.99,105,None,335503.36000000004,616,544.65
2024-08-10,Saturday,AirSolutions,19982.93,44,None,419002.61,789,531.06
2024-08-10,Saturday,Audio,21331.62,178,None,419002.61,789,531.06
2024-08-10,Saturday,HomeAppliances,109132.95,198,None,419002.61,789,531.06
2024-08-10,Saturday,IT,58763.04,69,None,419002.61,789,531.06
2024-08-10,Saturday,Mobile,101673.41,156,None,419002.61,789,531.06
2024-08-10,Saturday,TVs,108118.66,144,None,419002.61,789,531.06
2024-08-11,Sunday,AirSolutions,19112.6,42,None,339597.49,631,538.19
2024-08-11,Sunday,Audio,15092.42,126,None,339597.49,631,538.19
2024-08-11,Sunday,HomeAppliances,104967.58,191,None,339597.49,631,538.19
2024-08-11,Sunday,IT,54944.36,65,None,339597.49,631,538.19
2024-08-11,Sunday,Mobile,65244.22,100,None,339597.49,631,538.19
2024-08-11,Sunday,TVs,80236.31,107,None,339597.49,631,538.19
2024-08-12,Monday,AirSolutions,14063.71,31,Back2School,352593.62000000005,634,556.14
2024-08-12,Monday,Audio,15208.06,127,Back2School,352593.62000000005,634,556.14
2024-08-12,Monday,HomeAppliances,81282.31,148,Back2School,352593.62000000005,634,556.14
2024-08-12,Monday,IT,71305.38,84,Back2School,352593.62000000005,634,556.14
2024-08-12,Monday,Mobile,80679.52,124,Back2School,352593.62000000005,634,556.14
2024-08-12,Monday,TVs,90054.64,120,Back2School,352593.62000000005,634,556.14
2024-08-13,Tuesday,AirSolutions,16184.66,36,Back2School,374851.68,691,542.48
2024-08-13,Tuesday,Audio,17793.25,148,Back2School,374851.68,691,542.48
2024-08-13,Tuesday,HomeAppliances,90278.51,164,Back2School,374851.68,691,542.48
2024-08-13,Tuesday,IT,68910.65,81,Back2School,374851.68,691,542.48
2024-08-13,Tuesday,Mobile,96159.14,148,Back2School,374851.68,691,542.48
2024-08-13,Tuesday,TVs,85525.47,114,Back2School,374851.68,691,542.48
2024-08-14,Wednesday,AirSolutions,14306.41,32,Back2School,366170.6399999999,677,540.87
2024-08-14,Wednesday,Audio,17460.6,146,Back2School,366170.6399999999,677,540.87
2024-08-14,Wednesday,HomeAppliances,94240.16,171,Back2School,366170.6399999999,677,540.87
2024-08-14,Wednesday,IT,68357.17,80,Back2School,366170.6399999999,677,540.87
2024-08-14,Wednesday,Mobile,92123.34,142,Back2School,366170.6399999999,677,540.87
2024-08-14,Wednesday,TVs,79682.96,106,Back2School,366170.6399999999,677,540.87
2024-08-15,Thursday,AirSolutions,13772.97,31,Back2School,374282.07999999996,687,544.81
2024-08-15,Thursday,Audio,17983.72,150,Back2School,374282.07999999996,687,544.81
2024-08-15,Thursday,HomeAppliances,96759.95,176,Back2School,374282.07999999996,687,544.81
2024-08-15,Thursday,IT,85810.02,101,Back2School,374282.07999999996,687,544.81
2024-08-15,Thursday,Mobile,78810.43,121,Back2School,374282.07999999996,687,544.81
2024-08-15,Thursday,TVs,81144.99,108,Back2School,374282.07999999996,687,544.81
2024-08-16,Friday,AirSolutions,22021.27,49,Back2School,534542.1,972,549.94
2024-08-16,Friday,Audio,23700.64,198,Back2School,534542.1,972,549.94
2024-08-16,Friday,HomeAppliances,132816.15,241,Back2School,534542.1,972,549.94
2024-08-16,Friday,IT,109424.89,129,Back2School,534542.1,972,549.94
2024-08-16,Friday,Mobile,127194.28,196,Back2School,534542.1,972,549.94
2024-08-16,Friday,TVs,119384.87,159,Back2School,534542.1,972,549.94
2024-08-17,Saturday,AirSolutions,19246.47,43,Back2School,456491.25,824,553.99
2024-08-17,Saturday,Audio,20561.48,171,Back2School,456491.25,824,553.99
2024-08-17,Saturday,HomeAppliances,108967.37,198,Back2School,456491.25,824,553.99
2024-08-17,Saturday,IT,111536.65,131,Back2School,456491.25,824,553.99
2024-08-17,Saturday,Mobile,96100.78,148,Back2School,456491.25,824,553.99
2024-08-17,Saturday,TVs,100078.5,133,Back2School,456491.25,824,553.99
2024-08-18,Sunday,AirSolutions,17235.82,38,Back2School,443662.71,816,543.7
2024-08-18,Sunday,Audio,21739.83,181,Back2School,443662.71,816,543.7
2024-08-18,Sunday,HomeAppliances,105416.23,192,Back2School,443662.71,816,543.7
2024-08-18,Sunday,IT,100466.95,118,Back2School,443662.71,816,543.7
2024-08-18,Sunday,Mobile,106474.63,164,Back2School,443662.71,816,543.7
2024-08-18,Sunday,TVs,92329.25,123,Back2School,443662.71,816,543.7
2024-08-19,Monday,AirSolutions,16279.08,36,Back2School,400595.08999999997,714,561.06
2024-08-19,Monday,Audio,16222.72,135,Back2School,400595.08999999997,714,561.06
2024-08-19,Monday,HomeAppliances,95835.63,174,Back2School,400595.08999999997,714,561.06
2024-08-19,Monday,IT,90899.69,107,Back2School,400595.08999999997,714,561.06
2024-08-19,Monday,Mobile,96130.59,148,Back2School,400595.08999999997,714,561.06
2024-08-19,Monday,TVs,85227.38,114,Back2School,400595.08999999997,714,561.06
2024-08-20,Tuesday,AirSolutions,17398.94,39,Back2School,414098.72000000003,768,539.19
2024-08-20,Tuesday,Audio,20766.05,173,Back2School,414098.72000000003,768,539.19
2024-08-20,Tuesday,HomeAppliances,95025.87,173,Back2School,414098.72000000003,768,539.19
2024-08-20,Tuesday,IT,79405.19,93,Back2School,414098.72000000003,768,539.19
2024-08-20,Tuesday,Mobile,106046.34,163,Back2School,414098.72000000003,768,539.19
2024-08-20,Tuesday,TVs,95456.33,127,Back2School,414098.72000000003,768,539.19
2024-08-21,Wednesday,AirSolutions,17835.68,40,Back2School,438373.43,806,543.89
2024-08-21,Wednesday,Audio,20921.01,174,Back2School,438373.43,806,543.89
2024-08-21,Wednesday,HomeAppliances,108771.04,198,Back2School,438373.43,806,543.89
2024-08-21,Wednesday,IT,92848.83,109,Back2School,438373.43,806,543.89
2024-08-21,Wednesday,Mobile,103513.51,159,Back2School,438373.43,806,543.89
2024-08-21,Wednesday,TVs,94483.36,126,Back2School,438373.43,806,543.89
2024-08-22,Thursday,AirSolutions,18603.18,41,Back2School,428057.17,783,546.69
2024-08-22,Thursday,Audio,19766.5,165,Back2School,428057.17,783,546.69
2024-08-22,Thursday,HomeAppliances,100246.39,182,Back2School,428057.17,783,546.69
2024-08-22,Thursday,IT,88935.78,105,Back2School,428057.17,783,546.69
2024-08-22,Thursday,Mobile,107657.74,166,Back2School,428057.17,783,546.69
2024-08-22,Thursday,TVs,92847.58,124,Back2School,428057.17,783,546.69
2024-08-23,Friday,AirSolutions,19532.59,43,Back2School,468453.62000000005,836,560.35
2024-08-23,Friday,Audio,18381.04,153,Back2School,468453.62000000005,836,560.35
2024-08-23,Friday,HomeAppliances,113209.1,206,Back2School,468453.62000000005,836,560.35
2024-08-23,Friday,IT,91559.33,108,Back2School,468453.62000000005,836,560.35
2024-08-23,Friday,Mobile,123584.07,190,Back2School,468453.62000000005,836,560.35
2024-08-23,Friday,TVs,102187.49,136,Back2School,468453.62000000005,836,560.35
2024-08-24,Saturday,AirSolutions,20619.39,46,Back2School,501808.42000000004,936,536.12
2024-08-24,Saturday,Audio,26327.57,219,Back2School,501808.42000000004,936,536.12
2024-08-24,Saturday,HomeAppliances,113368.46,206,Back2School,501808.42000000004,936,536.12
2024-08-24,Saturday,IT,105430.25,124,Back2School,501808.42000000004,936,536.12
2024-08-24,Saturday,Mobile,127528.82,196,Back2School,501808.42000000004,936,536.12
2024-08-24,Saturday,TVs,108533.93,145,Back2School,501808.42000000004,936,536.12
2024-08-25,Sunday,AirSolutions,14913.81,33,Back2School,373616.60000000003,697,536.04
2024-08-25,Sunday,Audio,19852.83,165,Back2School,373616.60000000003,697,536.04
2024-08-25,Sunday,HomeAppliances,88669.55,161,Back2School,373616.60000000003,697,536.04
2024-08-25,Sunday,IT,80470.12,95,Back2School,373616.60000000003,697,536.04
2024-08-25,Sunday,Mobile,83291.46,128,Back2School,373616.60000000003,697,536.04
2024-08-25,Sunday,TVs,86418.83,115,Back2School,373616.60000000003,697,536.04
2024-08-26,Monday,AirSolutions,20538.49,46,Back2School,424849.66,770,551.75
2024-08-26,Monday,Audio,18236.17,152,Back2School,424849.66,770,551.75
2024-08-26,Monday,HomeAppliances,104211.42,189,Back2School,424849.66,770,551.75
2024-08-26,Monday,IT,89916.13,106,Back2School,424849.66,770,551.75
2024-08-26,Monday,Mobile,101191.72,156,Back2School,424849.66,770,551.75
2024-08-26,Monday,TVs,90755.73,121,Back2School,424849.66,770,551.75
2024-08-27,Tuesday,AirSolutions,16238.22,36,Back2School,370812.41,670,553.45
2024-08-27,Tuesday,Audio,16174.71,135,Back2School,370812.41,670,553.45
2024-08-27,Tuesday,HomeAppliances,80629.15,147,Back2School,370812.41,670,553.45
2024-08-27,Tuesday,IT,72956.04,86,Back2School,370812.41,670,553.45
2024-08-27,Tuesday,Mobile,91387.43,141,Back2School,370812.41,670,553.45
2024-08-27,Tuesday,TVs,93426.86,125,Back2School,370812.41,670,553.45
2024-08-28,Wednesday,AirSolutions,12215.79,27,Back2School,304777.8,553,551.14
2024-08-28,Wednesday,Audio,14296.69,119,Back2School,304777.8,553,551.14
2024-08-28,Wednesday,HomeAppliances,73147.71,133,Back2School,304777.8,553,551.14
2024-08-28,Wednesday,IT,71039.38,84,Back2School,304777.8,553,551.14
2024-08-28,Wednesday,Mobile,58135.65,89,Back2School,304777.8,553,551.14
2024-08-28,Wednesday,TVs,75942.58,101,Back2School,304777.8,553,551.14
2024-08-29,Thursday,AirSolutions,20300.63,45,Back2School,478453.83999999997,854,560.25
2024-08-29,Thursday,Audio,20459.73,170,Back2School,478453.83999999997,854,560.25
2024-08-29,Thursday,HomeAppliances,102443.54,186,Back2School,478453.83999999997,854,560.25
2024-08-29,Thursday,IT,111059.48,131,Back2School,478453.83999999997,854,560.25
2024-08-29,Thursday,Mobile,111624.01,172,Back2School,478453.83999999997,854,560.25
2024-08-29,Thursday,TVs,112566.45,150,Back2School,478453.83999999997,854,560.25
2024-08-30,Friday,AirSolutions,16331.46,36,Back2School,409607.56000000006,752,544.69
2024-08-30,Friday,Audio,20095.53,167,Back2School,409607.56000000006,752,544.69
2024-08-30,Friday,HomeAppliances,92667.19,168,Back2School,409607.56000000006,752,544.69
2024-08-30,Friday,IT,86343.95,102,Back2School,409607.56000000006,752,544.69
2024-08-30,Friday,Mobile,101631.41,156,Back2School,409607.56000000006,752,544.69
2024-08-30,Friday,TVs,92538.02,123,Back2School,409607.56000000006,752,544.69
2024-08-31,Saturday,AirSolutions,19284.39,43,Back2School,413752.27,751,550.94
2024-08-31,Saturday,Audio,18472.21,154,Back2School,413752.27,751,550.94
2024-08-31,Saturday,HomeAppliances,97031.25,176,Back2School,413752.27,751,550.94
2024-08-31,Saturday,IT,89999.75,106,Back2School,413752.27,751,550.94
2024-08-31,Saturday,Mobile,99700.43,153,Back2School,413752.27,751,550.94
2024-08-31,Saturday,TVs,89264.24,119,Back2School,413752.27,751,550.94
2024-09-01,Sunday,AirSolutions,11959.67,27,Back2School,451735.92999999993,800,564.67
2024-09-01,Sunday,Audio,18720.94,156,Back2School,451735.92999999993,800,564.67
2024-09-01,Sunday,HomeAppliances,102091.35,186,Back2School,451735.92999999993,800,564.67
2024-09-01,Sunday,IT,104476.49,123,Back2School,451735.92999999993,800,564.67
2024-09-01,Sunday,Mobile,107428.84,165,Back2School,451735.92999999993,800,564.67
2024-09-01,Sunday,TVs,107058.64,143,Back2School,451735.92999999993,800,564.67
2024-09-02,Monday,AirSolutions,9495.81,21,Back2School,370264.25999999995,684,541.32
2024-09-02,Monday,Audio,18560.92,155,Back2School,370264.25999999995,684,541.32
2024-09-02,Monday,HomeAppliances,94138.76,171,Back2School,370264.25999999995,684,541.32
2024-09-02,Monday,IT,73743.54,87,Back2School,370264.25999999995,684,541.32
2024-09-02,Monday,Mobile,85672.78,132,Back2School,370264.25999999995,684,541.32
2024-09-02,Monday,TVs,88652.45,118,Back2School,370264.25999999995,684,541.32
2024-09-03,Tuesday,AirSolutions,11234.35,25,Back2School,364711.00999999995,663,550.09
2024-09-03,Tuesday,Audio,17270.91,144,Back2School,364711.00999999995,663,550.09
2024-09-03,Tuesday,HomeAppliances,92277.82,168,Back2School,364711.00999999995,663,550.09
2024-09-03,Tuesday,IT,85341.89,100,Back2School,364711.00999999995,663,550.09
2024-09-03,Tuesday,Mobile,75024.78,115,Back2School,364711.00999999995,663,550.09
2024-09-03,Tuesday,TVs,83561.26,111,Back2School,364711.00999999995,663,550.09
2024-09-04,Wednesday,AirSolutions,12490.57,28,Back2School,497863.83999999997,891,558.77
2024-09-04,Wednesday,Audio,22326.68,186,Back2School,497863.83999999997,891,558.77
2024-09-04,Wednesday,HomeAppliances,114674.81,208,Back2School,497863.83999999997,891,558.77
2024-09-04,Wednesday,IT,109434.35,129,Back2School,497863.83999999997,891,558.77
2024-09-04,Wednesday,Mobile,104636.3,161,Back2School,497863.83999999997,891,558.77
2024-09-04,Wednesday,TVs,134301.13,179,Back2School,497863.83999999997,891,558.77
2024-09-05,Thursday,AirSolutions,10967.93,24,Back2School,417545.80999999994,768,543.68
2024-09-05,Thursday,Audio,21059.54,175,Back2School,417545.80999999994,768,543.68
2024-09-05,Thursday,HomeAppliances,96304.54,175,Back2School,417545.80999999994,768,543.68
2024-09-05,Thursday,IT,84742.49,100,Back2School,417545.80999999994,768,543.68
2024-09-05,Thursday,Mobile,101856.51,157,Back2School,417545.80999999994,768,543.68
2024-09-05,Thursday,TVs,102614.8,137,Back2School,417545.80999999994,768,543.68
2024-09-06,Friday,AirSolutions,13399.56,30,Back2School,444925.67000000004,818,543.92
2024-09-06,Friday,Audio,22849.09,190,Back2School,444925.67000000004,818,543.92
2024-09-06,Friday,HomeAppliances,101153.57,184,Back2School,444925.67000000004,818,543.92
2024-09-06,Friday,IT,104656.82,123,Back2School,444925.67000000004,818,543.92
2024-09-06,Friday,Mobile,101009.94,155,Back2School,444925.67000000004,818,543.92
2024-09-06,Friday,TVs,101856.69,136,Back2School,444925.67000000004,818,543.92
2024-09-07,Saturday,AirSolutions,12255.54,27,Back2School,459119.34,833,551.16
2024-09-07,Saturday,Audio,21651.94,180,Back2School,459119.34,833,551.16
2024-09-07,Saturday,HomeAppliances,107018.24,195,Back2School,459119.34,833,551.16
2024-09-07,Saturday,IT,99404.83,117,Back2School,459119.34,833,551.16
2024-09-07,Saturday,Mobile,110716.09,170,Back2School,459119.34,833,551.16
2024-09-07,Saturday,TVs,108072.7,144,Back2School,459119.34,833,551.16
2024-09-08,Sunday,AirSolutions,12551.76,28,Back2School,452191.18000000005,828,546.12
2024-09-08,Sunday,Audio,22687.02,189,Back2School,452191.18000000005,828,546.12
2024-09-08,Sunday,HomeAppliances,103418.52,188,Back2School,452191.18000000005,828,546.12
2024-09-08,Sunday,IT,110031.5,129,Back2School,452191.18000000005,828,546.12
2024-09-08,Sunday,Mobile,109670.47,169,Back2School,452191.18000000005,828,546.12
2024-09-08,Sunday,TVs,93831.91,125,Back2School,452191.18000000005,828,546.12
2024-09-09,Monday,AirSolutions,11592.14,26,None,297693.22,546,545.23
2024-09-09,Monday,Audio,13562.07,113,None,297693.22,546,545.23
2024-09-09,Monday,HomeAppliances,76315.9,139,None,297693.22,546,545.23
2024-09-09,Monday,IT,47085.43,55,None,297693.22,546,545.23
2024-09-09,Monday,Mobile,72280.29,111,None,297693.22,546,545.23
2024-09-09,Monday,TVs,76857.39,102,None,297693.22,546,545.23
2024-09-10,Tuesday,AirSolutions,9584.63,21,None,270202.46,486,555.97
2024-09-10,Tuesday,Audio,11473.74,96,None,270202.46,486,555.97
2024-09-10,Tuesday,HomeAppliances,68896.32,125,None,270202.46,486,555.97
2024-09-10,Tuesday,IT,46966.58,55,None,270202.46,486,555.97
2024-09-10,Tuesday,Mobile,56105.04,86,None,270202.46,486,555.97
2024-09-10,Tuesday,TVs,77176.15,103,None,270202.46,486,555.97
2024-09-11,Wednesday,AirSolutions,11560.04,26,None,285349.82999999996,526,542.49
2024-09-11,Wednesday,Audio,13655.0,114,None,285349.82999999996,526,542.49
2024-09-11,Wednesday,HomeAppliances,68675.66,125,None,285349.82999999996,526,542.49
2024-09-11,Wednesday,IT,50812.17,60,None,285349.82999999996,526,542.49
2024-09-11,Wednesday,Mobile,66291.24,102,None,285349.82999999996,526,542.49
2024-09-11,Wednesday,TVs,74355.72,99,None,285349.82999999996,526,542.49
2024-09-12,Thursday,AirSolutions,13261.33,29,None,348370.51999999996,650,535.95
2024-09-12,Thursday,Audio,17868.48,149,None,348370.51999999996,650,535.95
2024-09-12,Thursday,HomeAppliances,85978.21,156,None,348370.51999999996,650,535.95
2024-09-12,Thursday,IT,63575.55,75,None,348370.51999999996,650,535.95
2024-09-12,Thursday,Mobile,85690.86,132,None,348370.51999999996,650,535.95
2024-09-12,Thursday,TVs,81996.09,109,None,348370.51999999996,650,535.95
2024-09-13,Friday,AirSolutions,11375.78,25,None,335455.16,601,558.16
2024-09-13,Friday,Audio,13186.92,110,None,335455.16,601,558.16
2024-09-13,Friday,HomeAppliances,90265.12,164,None,335455.16,601,558.16
2024-09-13,Friday,IT,47579.42,56,None,335455.16,601,558.16
2024-09-13,Friday,Mobile,74138.5,114,None,335455.16,601,558.16
2024-09-13,Friday,TVs,98909.42,132,None,335455.16,601,558.16
2024-09-14,Saturday,AirSolutions,12974.62,29,None,384158.95999999996,705,544.91
2024-09-14,Saturday,Audio,17401.74,145,None,384158.95999999996,705,544.91
2024-09-14,Saturday,HomeAppliances,105567.44,192,None,384158.95999999996,705,544.91
2024-09-14,Saturday,IT,63162.05,74,None,384158.95999999996,705,544.91
2024-09-14,Saturday,Mobile,90568.79,139,None,384158.95999999996,705,544.91
2024-09-14,Saturday,TVs,94484.32,126,None,384158.95999999996,705,544.91
2024-09-15,Sunday,AirSolutions,14594.77,32,None,374933.63,689,544.17
2024-09-15,Sunday,Audio,18179.86,151,None,374933.63,689,544.17
2024-09-15,Sunday,HomeAppliances,88460.42,161,None,374933.63,689,544.17
2024-09-15,Sunday,IT,70604.03,83,None,374933.63,689,544.17
2024-09-15,Sunday,Mobile,84216.85,130,None,374933.63,689,544.17
2024-09-15,Sunday,TVs,98877.7,132,None,374933.63,689,544.17
2024-09-16,Monday,AirSolutions,7919.84,18,None,254684.18,458,556.08
2024-09-16,Monday,Audio,9570.88,80,None,254684.18,458,556.08
2024-09-16,Monday,HomeAppliances,66534.25,121,None,254684.18,458,556.08
2024-09-16,Monday,IT,33794.79,40,None,254684.18,458,556.08
2024-09-16,Monday,Mobile,78685.05,121,None,254684.18,458,556.08
2024-09-16,Monday,TVs,58179.37,78,None,254684.18,458,556.08
2024-09-17,Tuesday,AirSolutions,9132.79,20,None,292047.67000000004,515,567.08
2024-09-17,Tuesday,Audio,10377.59,86,None,292047.67000000004,515,567.08
2024-09-17,Tuesday,HomeAppliances,71162.21,129,None,292047.67000000004,515,567.08
2024-09-17,Tuesday,IT,41700.32,49,None,292047.67000000004,515,567.08
2024-09-17,Tuesday,Mobile,87761.46,135,None,292047.67000000004,515,567.08
2024-09-17,Tuesday,TVs,71913.3,96,None,292047.67000000004,515,567.08
2024-09-18,Wednesday,AirSolutions,8658.67,19,None,324065.41,594,545.56
2024-09-18,Wednesday,Audio,14225.9,119,None,324065.41,594,545.56
2024-09-18,Wednesday,HomeAppliances,80619.61,147,None,324065.41,594,545.56
2024-09-18,Wednesday,IT,43904.41,52,None,324065.41,594,545.56
2024-09-18,Wednesday,Mobile,103117.14,159,None,324065.41,594,545.56
2024-09-18,Wednesday,TVs,73539.68,98,None,324065.41,594,545.56
2024-09-19,Thursday,AirSolutions,10748.5,24,None,343529.28,633,542.7
2024-09-19,Thursday,Audio,15297.71,127,None,343529.28,633,542.7
2024-09-19,Thursday,HomeAppliances,92184.5,168,None,343529.28,633,542.7
2024-09-19,Thursday,IT,49602.67,58,None,343529.28,633,542.7
2024-09-19,Thursday,Mobile,104815.08,161,None,343529.28,633,542.7
2024-09-19,Thursday,TVs,70880.82,95,None,343529.28,633,542.7
2024-09-20,Friday,AirSolutions,11724.4,26,None,356001.43000000005,645,551.94
2024-09-20,Friday,Audio,15250.51,127,None,356001.43000000005,645,551.94
2024-09-20,Friday,HomeAppliances,85321.68,155,None,356001.43000000005,645,551.94
2024-09-20,Friday,IT,51721.89,61,None,356001.43000000005,645,551.94
2024-09-20,Friday,Mobile,99605.39,153,None,356001.43000000005,645,551.94
2024-09-20,Friday,TVs,92377.56,123,None,356001.43000000005,645,551.94
2024-09-21,Saturday,AirSolutions,10275.47,23,None,338456.58999999997,610,554.85
2024-09-21,Saturday,Audio,14166.75,118,None,338456.58999999997,610,554.85
2024-09-21,Saturday,HomeAppliances,76235.76,139,None,338456.58999999997,610,554.85
2024-09-21,Saturday,IT,46739.2,55,None,338456.58999999997,610,554.85
2024-09-21,Saturday,Mobile,101655.93,156,None,338456.58999999997,610,554.85
2024-09-21,Saturday,TVs,89383.48,119,None,338456.58999999997,610,554.85
